# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Feb 12 09:57:35 2014
#
# COLUMN pl_hostname:    (not found)
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period (val)
# COLUMN pl_orbpererr1:  Orbital Period (upper unc)
# COLUMN pl_orbpererr2:  Orbital Period (lower unc)
# COLUMN pl_orbperlim:   Orbital Period (limit flag)
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis (val)
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis (upper unc)
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis (lower unc)
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis (limit flag)
# COLUMN pl_orbeccen:    Eccentricity (val)
# COLUMN pl_orbeccenerr1: Eccentricity (upper unc)
# COLUMN pl_orbeccenerr2: Eccentricity (lower unc)
# COLUMN pl_orbeccenlim: Eccentricity (limit flag)
# COLUMN pl_orbincl:     Inclination (val)
# COLUMN pl_orbinclerr1: Inclination (upper unc)
# COLUMN pl_orbinclerr2: Inclination (lower unc)
# COLUMN pl_orbincllim:  Inclination (limit flag)
# COLUMN pl_massj:       Planet Mass [jup] (val)
# COLUMN pl_massjerr1:   Planet Mass [jup] (upper unc)
# COLUMN pl_massjerr2:   Planet Mass [jup] (lower unc)
# COLUMN pl_massjlim:    Planet Mass [jup] (limit flag)
# COLUMN pl_msinij:      Planet M*sin(i) [jup] (val)
# COLUMN pl_msinijerr1:  Planet M*sin(i) [jup] (upper unc)
# COLUMN pl_msinijerr2:  Planet M*sin(i) [jup] (lower unc)
# COLUMN pl_msinijlim:   Planet M*sin(i) [jup] (limit flag)
# COLUMN pl_radj:        Planet Radius (val)
# COLUMN pl_radjerr1:    Planet Radius (upper unc)
# COLUMN pl_radjerr2:    Planet Radius (lower unc)
# COLUMN pl_radjlim:     Planet Radius (limit flag)
# COLUMN pl_dens:        Planet Density (val)
# COLUMN pl_denserr1:    Planet Density (upper unc)
# COLUMN pl_denserr2:    Planet Density (lower unc)
# COLUMN pl_denslim:     Planet Density (limit flag)
# COLUMN pl_ttvflag:     TTV Flag
# COLUMN pl_kepflag:     Kepler Field Flag
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN st_dist:        Distance (val)
# COLUMN st_disterr1:    Distance (upper unc)
# COLUMN st_disterr2:    Distance (lower unc)
# COLUMN st_distlim:     Distance (limit flag)
# COLUMN st_vj:          V-band (val)
# COLUMN st_vjerr:       V-band (unc)
# COLUMN st_vjlim:       V-band (limit flag)
# COLUMN st_vjblend:     V-band (blend flag)
# COLUMN st_teff:        Effective Temperature (val)
# COLUMN st_tefferr:     Effective Temperature (unc)
# COLUMN st_tefflim:     Effective Temperature (limit flag)
# COLUMN st_teffblend:   Effective Temperature (blend flag)
# COLUMN st_mass:        Stellar Mass (val)
# COLUMN st_masserr:     Stellar Mass (unc)
# COLUMN st_masslim:     Stellar Mass (limit flag)
# COLUMN st_massblend:   Stellar Mass (blend flag)
# COLUMN st_rad:         Stellar Radius (val)
# COLUMN st_raderr:      Stellar Radius (unc)
# COLUMN st_radlim:      Stellar Radius (limit flag)
# COLUMN st_radblend:    Stellar Radius (blend flag)
# COLUMN hd_name:        HD Name
# COLUMN hip_name:       HIP Name
# COLUMN st_sp:          Spectral Type (val)
# COLUMN st_spstr:       Spectral Type
# COLUMN st_sperr:       Spectral Type (unc)
# COLUMN st_splim:       Spectral Type (limit flag)
# COLUMN st_spblend:     Spectral Type (blend flag)
#
rowid,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_msinijlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,pl_kepflag,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,st_vj,st_vjerr,st_vjlim,st_vjblend,st_teff,st_tefferr,st_tefflim,st_teffblend,st_mass,st_masserr,st_masslim,st_massblend,st_rad,st_raderr,st_radlim,st_radblend,hd_name,hip_name,st_sp,st_spstr,st_sperr,st_splim,st_spblend
586,HD 207832,c,Radial Velocity,2,1155.70000000,71.90000000,-37.00000000,0,2.112000,0.087000,-0.045000,0,0.270000,0.220000,-0.100000,0,,,,,0.73000,0.18000,-0.05000,0,,,,,,,,,,,,,0,0,21h52m36.28s,328.151184,-26d01m35.6s,-26.026560,55.31,3.42,-3.90,0,8.786,0.014,0,0,5710.00,81.00,0,,0.94,0.10,0,,0.90,0.06,0,,HD 207832,HIP 107985,4.50,G5 V,,0,0
587,HD 208487,b,Radial Velocity,1,123.00000000,1.00000000,-1.00000000,0,0.490000,0.040000,-0.040000,0,0.320000,0.100000,-0.100000,0,,,,,,,,,0.45000,0.05000,-0.05000,0,,,,,,,,,0,0,21h57m19.85s,329.332703,-37d45m49.0s,-37.763622,43.99,1.87,-2.05,0,7.471,0.012,0,0,,,,,,,,,,,,,HD 208487,HIP 108375,4.20,G1/3 (V),,0,0
588,HD 208527,b,Radial Velocity,1,875.50000000,5.80000000,-5.80000000,0,2.100000,0.200000,-0.200000,0,0.080000,0.040000,-0.040000,0,,,,,,,,,9.90000,1.70000,-1.70000,0,,,,,,,,,0,0,21h56m23.99s,329.099945,+21d14m23.5s,21.239859,352.11,75.10,-130.98,0,,,,,4035.00,65.00,0,0,1.60,0.40,0,0,51.10,8.30,0,0,HD 208527,HIP 108296,6.10,M1 III,,0,0
589,HD 209458,b,Radial Velocity,1,3.52474859,0.00000038,-0.00000038,0,0.047470,0.000550,-0.000550,0,0.000000,,,0,86.590,0.046,-0.046,0,0.71400,0.01700,-0.01700,0,,,,,1.380,0.017,-0.017,0,0.36200,0.00600,-0.00600,0,0,0,22h03m10.77s,330.794891,+18d53m03.5s,18.884319,47.08,2.12,-2.33,0,7.632,0.012,0,0,6065.00,50.00,0,,1.15,0.04,0,,1.16,0.01,0,,HD 209458,HIP 108859,3.80,F8,,0,0
590,HD 210277,b,Radial Velocity,1,442.10000000,0.40000000,-0.40000000,0,1.100000,0.020000,-0.020000,0,0.472000,0.011000,-0.011000,0,,,,,,,,,1.23000,0.03000,-0.03000,0,,,,,,,,,0,0,22h09m29.87s,332.374451,-07d32m55.2s,-7.548654,21.29,0.35,-0.36,0,6.530,,0,0,,,,,,,,,,,,,HD 210277,HIP 109378,4.90,G8/K0 V,,0,0
591,HD 210702,b,Radial Velocity,1,354.80000000,1.10000000,-1.10000000,0,1.200000,,,0,0.094000,0.052000,-0.052000,0,,,,,1.90000,,,0,,,,,,,,,,,,,0,0,22h11m51.33s,332.963867,+16d02m26.0s,16.040550,55.93,2.22,-2.41,0,5.950,,0,0,4967.00,25.00,0,,1.68,0.18,0,,5.10,0.40,0,,HD 210702,HIP 109577,5.00,K0,,0,0
592,HD 212301,b,Radial Velocity,1,2.24571500,0.00002800,-0.00002800,0,0.036000,,,0,0.000000,,,0,,,,,,,,,0.45000,,,0,,,,,,,,,0,0,22h27m30.92s,336.878845,-77d43m04.5s,-77.717926,52.72,1.95,-2.11,0,7.764,0.011,0,0,,,,,,,,,,,,,HD 212301,HIP 110852,3.80,F8 V,,0,0
593,HD 212771,b,Radial Velocity,1,373.30000000,3.40000000,-3.40000000,0,1.220000,0.030000,-0.030000,0,0.111000,0.060000,-0.060000,0,,,,,,,,,2.30000,0.40000,-0.40000,0,,,,,,,,,0,0,22h27m03.07s,336.762787,-17d15m49.2s,-17.263659,121.80,13.93,-18.06,0,7.596,0.014,0,0,,,,,,,,,,,,,HD 212771,HIP 110813,4.80,G8 IV,,0,0
594,HD 213240,b,Radial Velocity,1,951.00000000,42.00000000,-42.00000000,0,2.030000,,,0,0.450000,0.040000,-0.040000,0,,,,,,,,,4.50000,,,0,,,,,,,,,0,0,22h31m00.37s,337.751526,-49d25m59.8s,-49.433270,40.75,1.30,-1.39,0,6.814,0.010,0,0,,,,,,,,,,,,,HD 213240,HIP 111143,4.05,G0/1 V,,0,0
595,HD 215152,b,Radial Velocity,2,7.28250000,,,,0.065200,,,,0.340000,,,,,,,,,,,,0.00870,,,0,,,,,,,,,0,0,22h43m21.30s,340.838745,-06d24m03.0s,-6.400821,21.52,0.59,-0.62,0,8.130,0.015,0,0,,,,,,,,,,,,,HD 215152,HIP 112190,5.30,K3 V,,0,0
596,HD 215152,c,Radial Velocity,2,10.86600000,,,,0.085200,,,,0.380000,,,,,,,,,,,,0.00970,,,0,,,,,,,,,0,0,22h43m21.30s,340.838745,-06d24m03.0s,-6.400821,21.52,0.59,-0.62,0,8.130,0.015,0,0,,,,,,,,,,,,,HD 215152,HIP 112190,5.30,K3 V,,0,0
597,HD 215456,b,Radial Velocity,2,191.99000000,,,,0.652000,,,,0.150000,,,,,,,,,,,,0.10100,,,0,,,,,,,,,0,0,22h46m08.03s,341.533478,-48d58m43.8s,-48.978821,38.64,1.14,-1.22,0,6.629,0.010,0,0,,,,,,,,,,,,,HD 215456,HIP 112414,4.00,G0 V,,0,0
598,HD 215456,c,Radial Velocity,2,2277.00000000,,,,3.394000,,,,0.190000,,,,,,,,,,,,0.24600,,,0,,,,,,,,,0,0,22h46m08.03s,341.533478,-48d58m43.8s,-48.978821,38.64,1.14,-1.22,0,6.629,0.010,0,0,,,,,,,,,,,,,HD 215456,HIP 112414,4.00,G0 V,,0,0
599,HD 215497,b,Radial Velocity,2,3.93000000,,,0,,,,,,,,,,,,,,,,,0.01700,,,0,,,,,,,,,0,0,22h46m36.75s,341.653137,-56d35m58.3s,-56.599533,43.53,2.25,-2.51,0,8.950,0.016,0,0,,,,,,,,,,,,,HD 215497,HIP 112441,5.30,K3 V,,0,0
600,HD 215497,c,Radial Velocity,2,567.00000000,,,0,,,,,,,,,,,,,,,,,0.33000,,,0,,,,,,,,,0,0,22h46m36.75s,341.653137,-56d35m58.3s,-56.599533,43.53,2.25,-2.51,0,8.950,0.016,0,0,,,,,,,,,,,,,HD 215497,HIP 112441,5.30,K3 V,,0,0
601,HD 216435,b,Radial Velocity,1,1311.00000000,49.00000000,-49.00000000,0,2.560000,0.170000,-0.170000,0,0.070000,0.078000,-0.078000,0,,,,,,,,,1.26000,0.13000,-0.13000,0,,,,,,,,,0,0,22h53m37.93s,343.408051,-48d35m53.8s,-48.598286,33.29,0.79,-0.83,0,6.040,,0,0,,,,,,,,,,,,,HD 216435,HIP 113044,4.00,G0 V,,0,0
602,HD 216437,b,Radial Velocity,1,1294.00000000,,,0,2.700000,,,0,0.340000,,,0,,,,,,,,,2.10000,,,0,,,,,,,,,0,0,22h54m39.48s,343.664520,-70d04m25.3s,-70.073708,26.52,0.40,-0.41,0,6.050,,0,0,,,,,,,,,,,,,HD 216437,HIP 113137,4.25,G2/3 IV,,0,0
603,HD 216770,b,Radial Velocity,1,118.45000000,0.55000000,-0.55000000,0,0.460000,,,0,0.370000,0.060000,-0.060000,0,,,,,,,,,0.65000,,,0,,,,,,,,,0,0,22h55m53.71s,343.973785,-26d39m31.5s,-26.658764,37.89,1.46,-1.59,0,8.094,0.013,0,0,,,,,,,,,,,,,HD 216770,HIP 113238,5.00,K0 V,,0,0
604,HD 217107,b,Radial Velocity,2,7.12681600,0.00003900,-0.00003900,0,0.074800,0.004300,-0.004300,0,0.126700,0.005200,-0.005200,0,,,,,,,,,1.39000,0.11000,-0.11000,0,,,,,,,,,0,0,22h58m15.54s,344.564758,-02d23m43.4s,-2.395385,19.72,0.29,-0.30,0,6.160,,0,1,,,,,,,,,,,,,HD 217107,HIP 113421,4.80,G8 IV/V,,0,1
605,HD 217107,c,Radial Velocity,2,4270.00000000,220.00000000,-220.00000000,0,5.320000,0.380000,-0.380000,0,0.517000,0.033000,-0.033000,0,,,,,,,,,2.60000,0.15000,-0.15000,0,,,,,,,,,0,0,22h58m15.54s,344.564758,-02d23m43.4s,-2.395385,19.72,0.29,-0.30,0,6.160,,0,1,,,,,,,,,,,,,HD 217107,HIP 113421,4.80,G8 IV/V,,0,1
606,HD 217786,b,Radial Velocity,1,1319.00000000,4.00000000,-4.00000000,0,2.380000,0.040000,-0.040000,0,0.400000,0.050000,-0.050000,0,,,,,,,,,13.00000,0.80000,-0.80000,0,,,,,,,,,0,0,23h03m08.20s,345.784180,-00d25m46.6s,-0.429622,54.92,2.78,-3.09,0,7.779,0.012,0,0,,,,,,,,,,,,,HD 217786,HIP 113834,3.80,F8 V,,0,0
607,HD 218566,b,Radial Velocity,1,225.70000000,0.40000000,-0.40000000,0,0.687300,0.000800,-0.000800,0,0.300000,0.100000,-0.100000,0,,,,,,,,,0.21000,0.02000,-0.02000,0,,,,,,,,,0,0,23h09m10.73s,347.294708,-02d15m38.7s,-2.260742,29.94,1.03,-1.11,0,8.628,0.017,0,0,,,,,,,,,,,,,HD 218566,HIP 114322,5.30,K3 V,,0,0
608,HD 219077,b,Radial Velocity,1,5501.00000000,130.00000000,-119.00000000,0,6.220000,0.090000,-0.090000,0,0.770000,0.003000,-0.003000,0,,,,,,,,,10.39000,0.09000,-0.09000,0,,,,,,,,,0,0,23h14m06.58s,348.527435,-62d42m00.0s,-62.700005,29.20,0.51,-0.53,0,6.120,,0,0,5362.00,18.00,0,0,1.05,0.02,0,0,1.91,0.03,0,0,HD 219077,HIP 114699,4.80,G8 V,,0,0
609,HD 219415,b,Radial Velocity,1,2093.30000000,32.70000000,-32.70000000,0,3.200000,,,0,0.400000,0.090000,-0.090000,0,,,,,1.00000,,,0,,,,,,,,,,,,,0,0,23h14m53.83s,348.724274,+56d43m49.2s,56.730328,,,,,,,,,4820.00,20.00,0,,1.00,0.10,0,,2.90,0.40,0,,HD 219415,,,,,,
610,HD 219828,b,Radial Velocity,1,3.83350000,0.00130000,-0.00130000,0,,,,,0.000000,,,0,,,,,,,,,0.06000,,,0,,,,,,,,,0,0,23h18m46.74s,349.694733,+18d38m44.6s,18.645720,81.10,6.14,-7.24,0,8.008,0.015,0,0,,,,,,,,,,,,,HD 219828,HIP 115100,4.00,G0,,0,0
611,HD 220074,b,Radial Velocity,1,672.10000000,3.70000000,-3.70000000,0,1.600000,0.100000,-0.100000,0,0.140000,0.050000,-0.050000,0,,,,,,,,,11.10000,1.80000,-1.80000,0,,,,,,,,,0,0,23h20m14.38s,350.059906,+61d58m12.5s,61.970127,289.02,42.71,-60.63,0,,,,,3935.00,110.00,0,0,1.20,0.30,0,0,49.70,9.50,0,0,HD 220074,HIP 115218,6.20,M2 III,,0,0
612,HD 220689,b,Radial Velocity,1,2209.00000000,103.00000000,-81.00000000,0,3.360000,0.090000,-0.090000,0,0.160000,0.100000,-0.070000,0,,,,,,,,,1.06000,0.09000,-0.09000,0,,,,,,,,,0,0,23h25m52.99s,351.470795,-20d36m57.7s,-20.616030,45.23,1.81,-1.96,0,7.758,0.012,0,0,5921.00,26.00,0,0,1.04,0.03,0,0,1.07,0.04,0,0,HD 220689,HIP 115662,4.30,G3 V,,0,0
613,HD 220773,b,Radial Velocity,1,3724.70000000,463.00000000,-463.00000000,0,4.940000,0.200000,-0.200000,0,0.510000,0.100000,-0.100000,0,,,,,,,,,1.45000,0.30000,-0.30000,0,,,,,,,,,0,0,23h26m27.44s,351.614349,+08d38m37.8s,8.643845,48.43,2.32,-2.57,0,7.096,0.011,0,0,,,,,,,,,,,,,HD 220773,HIP 115697,4.00,G0,,0,0
614,HD 221287,b,Radial Velocity,1,456.10000000,7.70000000,-5.80000000,0,1.250000,0.040000,-0.040000,0,0.080000,0.170000,-0.050000,0,,,,,,,,,3.09000,0.79000,-0.79000,0,,,,,,,,,0,0,23h31m20.34s,352.834747,-58d12m35.0s,-58.209732,52.88,2.20,-2.40,0,7.807,0.010,0,0,,,,,,,,,,,,,HD 221287,HIP 116084,3.70,F7 V,,0,0
615,HD 222155,b,Radial Velocity,1,3999.00000000,469.00000000,-541.00000000,0,5.100000,0.600000,-0.700000,0,0.160000,0.270000,-0.220000,0,,,,,,,,,1.90000,0.67000,-0.53000,0,,,,,,,,,0,0,23h38m00.31s,354.501282,+48d59m47.5s,48.996521,50.45,2.00,-2.18,0,7.114,0.010,0,0,5765.00,22.00,0,0,1.13,0.11,0,0,1.67,0.07,0,0,HD 222155,HIP 116616,4.20,G2 V,,0,0
616,HD 222582,b,Radial Velocity,1,572.38000000,0.61000000,-0.61000000,0,1.350000,0.080000,-0.080000,0,0.725000,0.012000,-0.012000,0,,,,,,,,,7.75000,0.65000,-0.65000,0,,,,,,,,,0,0,23h41m51.53s,355.464722,-05d59m08.7s,-5.985757,41.95,1.87,-2.05,0,7.691,0.011,0,0,,,,,,,,,,,,,HD 222582,HIP 116906,4.50,G5 V,,0,0
617,HD 224693,b,Radial Velocity,1,26.73000000,0.02000000,-0.02000000,0,0.233000,,,0,0.050000,0.030000,-0.030000,0,,,,,,,,,0.71000,,,0,,,,,,,,,0,0,23h59m53.83s,359.974304,-22d25m41.2s,-22.428114,94.07,9.33,-11.64,0,8.216,0.012,0,0,,,,,,,,,,,,,HD 224693,HIP 118319,4.20,G2 V,,0,0
618,HD 231701,b,Radial Velocity,1,141.60000000,2.80000000,-2.80000000,0,0.530000,,,0,0.100000,0.080000,-0.080000,0,,,,,,,,,1.08000,,,0,,,,,,,,,0,0,19h32m04.16s,293.017334,+16d28m27.4s,16.474291,108.46,11.94,-15.30,0,8.970,0.015,0,0,,,,,,,,,,,,,HD 231701,HIP 96078,4.00,G0,,0,0
619,HD 233604,b,Radial Velocity,1,192.00000000,0.22000000,-0.22000000,0,0.747000,,,0,0.050000,0.030000,-0.030000,0,,,,,,,,,6.57500,,,0,,,,,,,,,0,0,09h09m48.81s,137.453384,+53d34m05.6s,53.568230,,,,,,,,,4791.00,45.00,0,0,1.50,0.30,0,0,10.90,0.60,0,0,HD 233604,,5.50,K5,,0,0
620,HD 240210,b,Radial Velocity,1,501.75000000,2.33000000,-2.33000000,0,1.330000,,,0,0.150000,0.020000,-0.020000,0,,,,,,,,,6.90000,,,0,,,,,,,,,0,0,23h10m29.23s,347.621792,+57d01m46.0s,57.029456,,,,,,,,,,,,,,,,,,,,,HD 240210,,,,,,
621,HD 240237,b,Radial Velocity,1,745.70000000,,,,1.900000,,,,0.400000,,,,,,,,,,,,5.30000,,,0,,,,,,,,,0,0,23h15m42.22s,348.925934,+58d02m35.7s,58.043240,307.69,,,-1,,,,,,,,,,,,,,,,,HD 240237,HIP 114840,5.20,K2,,0,0
622,HD 290327,b,Radial Velocity,1,2443.00000000,,,0,,,,,,,,,,,,,,,,,2.54000,,,0,,,,,,,,,0,0,05h23m21.56s,80.839851,-02d16m39.4s,-2.277619,54.92,4.02,-4.72,0,8.944,0.017,0,0,,,,,,,,,,,,,HD 290327,HIP 25191,4.00,G0,,0,0
623,HD 285968,b,Radial Velocity,1,8.78360000,0.00540000,-0.00540000,0,0.066000,,,0,0.000000,,,0,,,,,,,,,0.02650,,,0,,,,,,,,,0,0,04h42m55.78s,70.732407,+18d57m29.4s,18.958172,9.42,0.22,-0.23,0,9.980,0.020,0,0,,,,,,,,,,,,,HD 285968,HIP 21932,6.20,M2,,0,0
624,HD 330075,b,Radial Velocity,1,3.36900000,0.00400000,-0.00400000,0,0.043000,,,0,0.000000,,,0,,,,,,,,,0.76000,,,0,,,,,,,,,0,0,15h49m37.69s,237.407043,-49d57m48.7s,-49.963524,50.20,3.49,-4.06,0,9.334,0.023,0,0,,,,,,,,,,,,,HD 330075,HIP 77517,4.50,G5,,0,0
625,HIP 5158,b,Radial Velocity,2,345.72000000,5.37000000,-5.37000000,0,0.890000,,,0,0.520000,0.080000,-0.080000,0,,,,,,,,,1.42000,,,0,,,,,,,,,0,0,01h06m02.05s,16.508533,-22d27m11.4s,-22.453154,44.80,3.89,-4.70,0,10.167,0.035,0,0,,,,,,,,,,,,,,HIP 5158,,,,,
626,HIP 5158,c,Radial Velocity,2,9017.80000000,3180.70000000,-3180.70000000,0,7.700000,1.880000,-1.880000,0,0.140000,0.100000,-0.100000,0,,,,,15.04000,10.55000,-10.55000,0,,,,,,,,,,,,,0,0,01h06m02.05s,16.508533,-22d27m11.4s,-22.453154,44.80,3.89,-4.70,0,10.167,0.035,0,0,,,,,,,,,,,,,,HIP 5158,,,,,
627,HIP 12961,b,Radial Velocity,1,57.00000000,,,0,,,,,,,,,,,,,,,,,0.47000,,,0,,,,,,,,,0,0,02h46m42.89s,41.678692,-23d05m11.8s,-23.086611,23.80,0.86,-0.93,0,10.294,0.042,0,0,,,,,,,,,,,,,,HIP 12961,,,,,
628,HIP 13044,b,Radial Velocity,1,16.20000000,0.30000000,-0.30000000,0,0.116000,0.010000,-0.010000,0,0.250000,0.050000,-0.050000,0,,,,,,,,,1.25000,0.05000,-0.05000,0,,,,,,,,,0,0,02h47m37.44s,41.906010,-36d06m27.0s,-36.107513,223.21,,,-1,9.982,0.025,0,0,,,,,,,,,,,,,,HIP 13044,,,,,
629,HIP 14810,b,Radial Velocity,3,6.67385500,0.00001900,-0.00001900,0,0.069200,0.004000,-0.004000,0,0.142700,0.000940,-0.000940,0,,,,,,,,,3.88000,0.32000,-0.32000,0,,,,,,,,,0,0,03h11m14.23s,47.809292,+21d05m50.5s,21.097359,52.88,3.77,-4.39,0,8.500,0.016,0,0,,,,,,,,,,,,,,HIP 14810,,,,,
630,HIP 14810,c,Radial Velocity,3,147.73000000,0.06500000,-0.06500000,0,0.545000,0.031000,-0.031000,0,0.164000,0.012000,-0.012000,0,,,,,,,,,1.28000,0.10000,-0.10000,0,,,,,,,,,0,0,03h11m14.23s,47.809292,+21d05m50.5s,21.097359,52.88,3.77,-4.39,0,8.500,0.016,0,0,,,,,,,,,,,,,,HIP 14810,,,,,
631,HIP 14810,d,Radial Velocity,3,952.00000000,15.00000000,-15.00000000,0,1.890000,0.110000,-0.110000,0,0.173000,0.037000,-0.037000,0,,,,,,,,,0.57000,0.05200,-0.05200,0,,,,,,,,,0,0,03h11m14.23s,47.809292,+21d05m50.5s,21.097359,52.88,3.77,-4.39,0,8.500,0.016,0,0,,,,,,,,,,,,,,HIP 14810,,,,,
632,HIP 57050,b,Radial Velocity,1,41.39700000,0.01600000,-0.01600000,0,0.163506,0.000042,-0.000042,0,0.314000,0.086000,-0.086000,0,,,,,,,,,0.29800,0.02500,-0.02500,0,,,,,,,,,0,0,11h41m44.63s,175.435974,+42d45m07.1s,42.751972,11.03,0.36,-0.38,0,11.920,0.020,0,0,,,,,,,,,,,,,,HIP 57050,6.40,M4,,0,0
633,HIP 57274,b,Radial Velocity,3,8.13520000,,,,0.070000,,,,0.187000,,,,,,,,,,,,0.03600,,,0,,,,,,,,,0,0,11h44m40.96s,176.170685,+30d57m33.5s,30.959293,25.87,0.71,-0.75,0,8.984,0.018,0,0,,,,,,,,,,,,,,HIP 57274,5.40,K4 V,,0,0
634,HIP 57274,c,Radial Velocity,3,32.03000000,,,,0.178000,,,,0.050000,,,,,,,,,,,,0.41000,,,0,,,,,,,,,0,0,11h44m40.96s,176.170685,+30d57m33.5s,30.959293,25.87,0.71,-0.75,0,8.984,0.018,0,0,,,,,,,,,,,,,,HIP 57274,5.40,K4 V,,0,0
635,HIP 57274,d,Radial Velocity,3,431.70000000,,,,1.010000,,,,0.270000,,,,,,,,,,,,0.52700,,,0,,,,,,,,,0,0,11h44m40.96s,176.170685,+30d57m33.5s,30.959293,25.87,0.71,-0.75,0,8.984,0.018,0,0,,,,,,,,,,,,,,HIP 57274,5.40,K4 V,,0,0
636,HIP 63510,c,Imaging,1,,,,,1168.000000,,,0,,,,,,,,,6.28536,,,0,,,,,1.220,,,0,,,,,0,0,13h00m46.58s,195.194092,+12d22m32.6s,12.375724,11.43,0.19,-0.20,0,9.720,0.020,0,0,,,,,,,,,,,,,,HIP 63510,6.05,M0.5,,0,0
637,HIP 63242,b,Radial Velocity,1,124.60000000,,,0,0.565000,,,0,0.230000,,,0,,,,,,,,,9.18000,,,0,,,,,,,,,0,0,12h57m31.96s,194.383163,-65d38m47.3s,-65.646461,149.25,13.94,-17.14,0,6.871,0.010,0,0,4830.00,100.00,0,0,1.54,0.05,0,0,,,,,HD 112410,HIP 63242,4.80,G8,,0,0
638,HIP 70849,b,Radial Velocity,1,17337.50000000,15512.50000000,-15512.50000000,0,20.250000,15.750000,-15.750000,0,0.715000,0.245000,-0.245000,0,,,,,,,,,9.00000,6.00000,-6.00000,0,,,,,,,,,0,0,14h29m18.56s,217.327347,-46d27m49.7s,-46.463818,23.98,1.11,-1.22,0,10.380,0.011,0,0,,,,,,,,,,,,,,HIP 70849,5.70,K7 V k,,0,0
639,HIP 75458,b,Radial Velocity,1,511.09800000,0.08900000,-0.08900000,0,1.275000,0.074000,-0.074000,0,0.712400,0.003900,-0.003900,0,,,,,,,,,8.82000,0.72000,-0.72000,0,,,,,,,,,0,0,15h24m55.77s,231.232391,+58d57m57.8s,58.966064,31.33,0.49,-0.51,0,3.290,,0,0,,,,,,,,,,,,,HD 137759,HIP 75458,5.20,K2 III,,0,0
640,HIP 78530,b,Imaging,1,,,,,,,,,,,,,,,,,23.04000,4.00000,-4.00000,0,,,,,,,,,,,,,0,0,16h01m55.46s,240.481064,-21d58m49.4s,-21.980389,131.93,14.28,-18.22,0,7.192,0.011,0,0,,,,,,,,,,,,,HD 143567,HIP 78530,1.90,B9 V,,0,0
641,HIP 79431,b,Radial Velocity,1,111.70000000,0.70000000,-0.70000000,0,0.360000,,,,0.290000,0.020000,-0.020000,0,,,,,,,,,2.10000,,,0,,,,,,,,,0,0,16h12m41.77s,243.174057,-18d52m31.8s,-18.875504,14.90,0.75,-0.83,0,,,,,,,,,,,,,,,,,,HIP 79431,6.30,M3 V,,0,0
642,HIP 91258,b,Radial Velocity,1,5.05050000,0.00150000,-0.00150000,0,0.057000,0.000900,-0.000900,0,0.024000,0.014000,-0.014000,0,,,,,,,,,1.06800,0.03800,-0.03800,0,,,,,,,,,0,0,18h36m53.15s,279.221466,+61d42m09.0s,61.702503,44.46,1.38,-1.47,0,8.646,0.015,0,0,5519.00,70.00,0,0,0.95,0.03,0,0,1.00,0.04,0,0,,HIP 91258,4.50,G5 V,,0,0
643,HR 810,b,Radial Velocity,1,311.28800000,2.10000000,-2.10000000,0,0.910000,0.104000,-0.104000,0,0.240000,0.070000,-0.070000,0,,,,,,,,,1.94000,0.18000,-0.18000,0,,,,,,,,,0,0,02h42m33.47s,40.639442,-50d48m01.1s,-50.800293,17.24,0.16,-0.17,0,5.410,,0,0,,,,,,,,,,,,,HD 17051,HIP 12653,4.00,G0 V,,0,0
644,HR 8799,b,Imaging,4,170000.00000000,,,0,68.000000,,,0,,,,,,,,,7.00000,4.00000,-2.00000,0,,,,,1.200,0.100,-0.100,0,,,,,0,0,23h07m28.72s,346.869659,+21d08m03.3s,21.134251,39.94,1.31,-1.40,0,5.953,0.010,0,0,,,,,,,,,,,,,HD 218396,HIP 114189,3.02,F0+ V ({lambda} Boo)...,,0,0
